id,course,current_possion,review,rating,grad_year,import_units,experienced_years,polarity
,web_programming,backend developer,"It is very useful for me, to learn HTML,CSS,JavaScript. I am very thankful to the Duke",5,2019,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",2,1
,web_programming,front end developer,nice,5,2014,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",7,1
,web_programming,front end developer,"The course contents are pretty good, but the suggested time to complete each week's assignment is misleading. I spent on average 2 hours for each assignment that suggested 10 mins to complete. I end up spending way to much time on this course than I planned to.",2,2020,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",1,0
,web_programming,front end developer,Great course!!,5,2017,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",4,1
,web_programming,front end developer,Well Done!!! Excellent Course. Really liked the Honors Assignment.,5,2014,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",7,1
,web_programming,backend developer,Great course for beginners. It gives you the basics to become a good programmer.,5,2015,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",6,1
,web_programming,backend developer,"This is an excellent code for both beginners and novice programmers who want to improve their problem-solving skills. This course does not only teach the languages but also teaches the best ways to approach a problem, and how to implement our approach into coding. I have learned various image editing techniques, gained domain knowledge and even built my own full website. The only downside is that the javascript libraries which is used in most of the exercises is written by Duke itself so I'm not sure if I'll be able to use them outside the course. But these libraries really helped understand the process.",5,2014,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",7,1
,web_programming,front end developer,"way to beginner, felt it could've gone a bit more in depth coming from a known university such as Duke.",4,2016,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",5,1
,web_programming,backend developer,It was a pleasant journey through the web foundations.Thank you very much!,5,2020,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",1,1
,web_programming,backend developer,I think it's too simple....... I finished this course in 2 days.,4,2015,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",6,1
,web_programming,front end developer,It is helpful for me,5,2014,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",7,1
,web_programming,front end developer,The course is really beneficial and I did enjoy the challenging problems designed for the course.,5,2017,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",4,1
,web_programming,backend developer,"I took the course in 2015 and found it very hard, so took a break. Now, when I resumed where I left off, I was very happy to see that the course has been simplified much more. I just passed it, thank you!",5,2019,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",2,1
,web_programming,backend developer,"Some things were a little too easy (like the quizzes, for the most part.) Occasionally, there would be some challenges in exercises for which solutions were not laid out in much detail, making them harder. That's a good teaching strategy, and encourages independent thinking to solve them. The discussion board mentors were helpful and promptly responsive, tho I did not find the discussion forums until the end of week 2. I think there should be links to those on more pages.",5,2017,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",4,1
,web_programming,backend developer,Excellent training,5,2020,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",1,1
,web_programming,backend developer,A very smooth introduction to computer programming and computational thinking. The four instructors are top notch with excellent explanation skills. The courses exercises and the final project are very well designed. I highly recommend the course.,5,2014,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",7,1
,web_programming,front end developer,This course is very well-structured and is foundation course towards learning programming. The instructors are an expert and are very engaged. I recommend this course to everyone who wants to start learning programming.,5,2015,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",6,1
,web_programming,backend developer,"Very nice course, you learn a lot by doing it slowly, listening everything and then trying it. I would recommend it to everyone.",5,2019,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",2,1
,web_programming,backend developer,very well taught. The concepts were well presented and explained. The exercises were sufficiently challenging.,5,2016,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",5,1
,web_programming,front end developer,I like the teaching staff!Excellent travail et merci infiniment !,5,2017,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",4,1
,web_programming,backend developer,gooood :),5,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,front end developer,Good introduction to very basic stuff. I skipped many videos and found the same information on the internet. If it wasn't part of the specialization I wouldn't pick it.,3,2016,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",5,1
,web_programming,front end developer,This course is awesome and the instructors too. They all were cool and taught the stuffs really well... I will recommend everyone to enroll into this course.,5,2016,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",5,1
,web_programming,front end developer,A good way to learn the basics of web pages programming.,5,2020,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",1,1
,web_programming,backend developer,Thank you for the excelent course.,5,2016,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",5,1
,web_programming,backend developer,A great course for newbies covering almost everything there is!!!Hope you enjoy this as much as I did.,5,2020,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",1,1
,web_programming,backend developer,Nice introducing course.,4,2016,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",5,1
,web_programming,front end developer,"Fantastic course, the teaching was good and the you will learn definitely.",5,2014,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",7,1
,web_programming,backend developer,exelent lessons!,5,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,backend developer,Excellent starter course for those seeking their future and opportunity in the IT field. To see if this is the niche where one belongs to.,5,2017,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",4,1
,web_programming,front end developer,So many better options out there to learn to code. The videos on this course had me so confused that I eventually gave up and went to another website to learn what I was supposed to be learning here. Asked a question on the forum that another student was also having a problem and nobody answered me.Very very boring. Try somewhere else.,1,2019,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",2,0
,web_programming,backend developer,The programming development environments BIC & DLTP are very helpful. BIC with the Chrome console helped get unstuck on a couple of occasions. The presentations & the exercises effectively impart the basic concepts.It would be really nice if the quizzes have a button to confirm answers separate from the button to submit.,4,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,front end developer,"I found this course to be interesting and fun. I would definitely recommend this course for beginners in programming as this course teaches you how to solve some real problems with the help of html, css and javascript. I enjoyed this course hope you will too. Happy Coding :)",5,2015,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",6,1
,web_programming,front end developer,"This is a very good course for beginners who want to start with HTML, CSS, and JavaScripts, and the detailed course & the embedded quiz & exercise are awesome as well, I will continue the course followed.",5,2019,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",2,1
,web_programming,front end developer,Great professors,5,2020,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",1,1
,web_programming,backend developer,Awesome course for refreshing Programing knowledge!!,5,2016,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",5,1
,web_programming,front end developer,Good paced exercises.,4,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,backend developer,Interesting introduction to programming.,4,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,front end developer,"Well structured introduction to programming. By starting with HTML and a structured environment that takes most of the pain out of JavaScript but allows students to create real working applications, the approach makes you feel empowered and engaged while drilling through the basics.",5,2020,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",1,1
,web_programming,backend developer,i love to learn this course,5,2014,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",7,1
,web_programming,backend developer,"The course focused so much in interacting with images instead of the HTML, CSS and JS subjects",2,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,0
,web_programming,front end developer,"This is a great course, it teaches you a way of thinking, the way of the programmer the way of the software engineer. Anyone who wants to learn programming or cs must take this course. Is one of the best decisions I've made. Thanks Coursera and Duke U!",5,2019,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",2,1
,web_programming,backend developer,Thank you for excellent content!,5,2019,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",2,1
,web_programming,backend developer,Great intro to general concepts :),5,2014,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",7,1
,web_programming,front end developer,very useful,5,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,backend developer,"This course I can learn JS and Image processing at the same time, wonderful!",5,2017,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",4,1
,web_programming,front end developer,Duke university professor are really have good knowledge and they learn like as guardian .,5,2020,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",1,1
,web_programming,front end developer,"great great course to get you started, and on your way programming",5,2016,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",5,1
,web_programming,backend developer,"Thanks a lot for your front end design and image processing exercises. This course has provided me an extensible knowledge of an image processing with simple programming languages like HTML, CSS and JavaScript which I had never thought in my wildest dreams. Kudos to all of you.",5,2014,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",7,1
,web_programming,front end developer,The course content was fantastic!!,5,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,backend developer,This was an engaging course prepared by an amazing group of instructors. I learned so much from it and I would recommend it to beginners in web development field.,5,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,backend developer,Thank you !It was really interesting,5,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,backend developer,"Very nice and organized but the ""Try it"" exercises should be made easier to read and divided to small steps instead of long paragraphs",4,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,backend developer,I think this is a great introduction to object oriented programming that Java uses. I have some background in Java already and can see the parallels this course brings,5,2014,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",7,1
,web_programming,backend developer,nice courseDevelops fundamentals nicely,5,2019,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",2,1
,web_programming,backend developer,It is very course to learn and very easy to understand. I felt very happy that i got a certification from this University.,5,2019,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",2,1
,web_programming,front end developer,It is very interesting course with easy and comprehensive contents. It had short length videos which did not create boredom for me at all. I hope Coursera will improve it's stance more in the future. Thanks to Coursera team and teaching faculty. It is really adorable effort.Regards,5,2015,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",6,1
,web_programming,front end developer,Very Good and useful course,5,2019,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",2,1
,web_programming,front end developer,"Awesome experience, nice mini project",4,2017,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",4,1
,web_programming,backend developer,"I have not felt overwhelmed by information at any one point while taking the course, so it's a really great starting point for beginners.",5,2016,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",5,1
,web_programming,front end developer,Clear and easy to follow. Encourages you to try things out for yourself. Definitely recommended if you want to start programming.,5,2015,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",6,1
,web_programming,front end developer,Can be mprovised in terms of course content,3,2020,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",1,1
,web_programming,backend developer,"I have learned a great deal from this course. The lectures and assignments were very well structured. The most important feature of the course for me was that after every bit of new information, there were challenging exercises that gave me a good grasp of the newly learned material. It took many, many hours of working on the assignments, but it was worth every second!",5,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,front end developer,Excelente curso,5,2020,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",1,1
,web_programming,backend developer,Great course for beginners!,5,2017,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",4,1
,web_programming,front end developer,"This is a fantastic course, a great introduction to html, javascript, css and programming in general. The best part of this course is the seven steps to solve a problem using image processing which is helpful in solving real world problems rather than some toy samples. This technique is used in repetition for solving different problems so that the student gets a deep understanding on how it fits in solving real world problems. I would definitely recommend to someone who wants to learn programming. You get more worth than the money paid for this course. Kudos to Duke and Coursera, guys keep going. I have enrolled in many other edu platform, but I see a lot of quality and value in coursera.",5,2014,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",7,1
,web_programming,backend developer,Excellent course! Highly recommended!,5,2017,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",4,1
,web_programming,front end developer,"Very easy to follow. Kept me motivated! Great course! One note, probably update the dukelearntoprogram website a bit. It would be good with an easier navigation tool to access material on the website through Coursera, specifically with regards to challenge exercises.",5,2017,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",4,1
,web_programming,front end developer,Excellent course!,5,2017,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",4,1
,web_programming,backend developer,"student needs to read a lot out of this course in order to solve the exercises!the course materials are not enough, and they focus more on images, while this entire course for beginners level, it should be fundamental stuff.overall the course is good but needs more changes",3,2019,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",2,1
,web_programming,backend developer,"Great course,very understandable and useful!",5,2014,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",7,1
,web_programming,front end developer,i didn't get the certificate yet,5,2017,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",4,1
,web_programming,front end developer,"It is good course for beginners , it gives you overview of HTML, CSS and Javascript",4,2017,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",4,1
,web_programming,backend developer,"good teacher, very nice video and practical task",4,2019,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",2,1
,web_programming,front end developer,Love this course,5,2016,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",5,1
,web_programming,front end developer,Nice course!,5,2019,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",2,1
,web_programming,front end developer,good!,5,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,backend developer,"well done,very clear and useful.",5,2020,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",1,1
,web_programming,backend developer,Excellent course!,5,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,front end developer,Great introductory course!,5,2015,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",6,1
,web_programming,front end developer,"I HAVE ENJOYED THE COURSE BECAUSE OF A SYSTEMATIC PROCESS OF TEACHING,LIKE IT IS DIVIDED INTO 4 PARTS AND EACH PART A WEEK. ONE MORE THING ABOUT THIS IS ABOUT THE (TRY IT) WHICH WILL MAKE YOU TO GET A GOOD PRACTICE. I LOVE THE QUIZ BEING KEPT AT WEEKEND TO ASSESS ME.",5,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,front end developer,Awesome explanation. It is very understandable.......,5,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,backend developer,Good course!,5,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,backend developer,"Very helpful class that give me the fundamental knowledge about Html, CSS and JavaScript. I'm ready to learn and develop my own website for fun!",5,2014,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",7,1
,web_programming,backend developer,ME ENCANTÃ“,5,2020,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",1,1
,web_programming,front end developer,It paved the way for my programming learning.Excellent Course! 100% recommended!,5,2014,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",7,1
,web_programming,front end developer,This is very good course for beginners and a bit advanced programmers.,5,2020,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",1,1
,web_programming,front end developer,Excellent course with good challenging programming excercises.,5,2014,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",7,1
,web_programming,backend developer,not bad,3,2019,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",2,1
,web_programming,front end developer,Good intro course,5,2018,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",3,1
,web_programming,backend developer,good for beginners,5,2017,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",4,1
,web_programming,front end developer,Everything is great and im so excited to be here and learn from Duke University,5,2020,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",1,1
,web_programming,front end developer,"Very good course, I like the fact there is lot of exercises and in case someone gets lost there always mentor in discussion forums who is prompt to help. Especially I would like to thank Gerry, always got response from him within half an hour. If only you could add a little bit more material about CSS that would be perfect.",5,2014,"HTML/CSS skills, Analytical skills, Responsive design skills, JavaScript skills, Interpersonal skills, Testing and debugging skills, Back-end basics, Search engine optimization",7,1
,machine_learning,data engineer,Great course which teaches the fundamentals of machine learning. It makes me want to learn even more and go out there and apply all the knowledge given. Hope there will be a part II for this course with more advanced topics.Many thanks to Andrew Ng!,5,2015,"Applied Mathematics, Computer Science Fundamentals and Programming, Data Modeling and Evaluation, Neural Networks, Natural Language Processing, Communication Skills, Data engineering, Exploratory data analysis, Models, Services, Deploying, Security",6,1
,machine_learning,machine learning engineer,Great class from practical point of view. It would be great if there where more videos with derivations.,4,2018,"Applied Mathematics, Computer Science Fundamentals and Programming, Data Modeling and Evaluation, Neural Networks, Natural Language Processing, Communication Skills, Data engineering, Exploratory data analysis, Models, Services, Deploying, Security",3,1
,machine_learning,data analysts,Very good! easy to understand!,5,2020,"Applied Mathematics, Computer Science Fundamentals and Programming, Data Modeling and Evaluation, Neural Networks, Natural Language Processing, Communication Skills, Data engineering, Exploratory data analysis, Models, Services, Deploying, Security",1,1
,machine_learning,data analysts,Great course. Well balanced lectures and quizzes. Very helpful and well structured coding assignments. I learned a lot from this course. Thank you!,5,2019,"Applied Mathematics, Computer Science Fundamentals and Programming, Data Modeling and Evaluation, Neural Networks, Natural Language Processing, Communication Skills, Data engineering, Exploratory data analysis, Models, Services, Deploying, Security",2,1
,machine_learning,data analysts,Great course,5,2016,"Applied Mathematics, Computer Science Fundamentals and Programming, Data Modeling and Evaluation, Neural Networks, Natural Language Processing, Communication Skills, Data engineering, Exploratory data analysis, Models, Services, Deploying, Security",5,1
,machine_learning,data analysts,Thank you! Super fun to learn and would recommend this course for anyone that want to learn Machine Learning.,5,2019,"Applied Mathematics, Computer Science Fundamentals and Programming, Data Modeling and Evaluation, Neural Networks, Natural Language Processing, Communication Skills, Data engineering, Exploratory data analysis, Models, Services, Deploying, Security",2,1
,machine_learning,data engineer,This course provides a solid foundation of machine learning. During the course several common algorithms of machine learning were clearly explained. And it's very useful for a freshman to understand how machine learning works.,5,2016,"Applied Mathematics, Computer Science Fundamentals and Programming, Data Modeling and Evaluation, Neural Networks, Natural Language Processing, Communication Skills, Data engineering, Exploratory data analysis, Models, Services, Deploying, Security",5,1
,machine_learning,data analysts,"Challenging and fascinating, brilliantly structured, by turns frustrating and inspiring. Excellent, excellent course. More from Prof Ng please!",5,2020,"Applied Mathematics, Computer Science Fundamentals and Programming, Data Modeling and Evaluation, Neural Networks, Natural Language Processing, Communication Skills, Data engineering, Exploratory data analysis, Models, Services, Deploying, Security",1,1
,machine_learning,machine learning engineer,"Very good, inspiring course! I now want to learn more and apply my new knowledge!",5,2017,"Applied Mathematics, Computer Science Fundamentals and Programming, Data Modeling and Evaluation, Neural Networks, Natural Language Processing, Communication Skills, Data engineering, Exploratory data analysis, Models, Services, Deploying, Security",4,1
,machine_learning,data scientist,è¿™æ˜¯ä¸€é—¨éžå¸¸ç”ŸåŠ¨ã€å®žç”¨ã€é«˜æ•ˆçš„åœ¨çº¿è¯¾ç¨‹ï¼Œä»–å¸®åŠ©æˆ‘å›žå¿†äº†å¤§å­¦æ—¶ä»£å­¦ä¹ è¿‡çš„è¯¸å¤šçŸ¥è¯†ï¼Œå¹¶ä¸Žæœºå™¨å­¦ä¹ ã€æ·±åº¦å­¦ä¹ ç›¸ç»“åˆï¼Œé€šè¿‡å¾ˆå¤šç¼–ç¨‹å®žéªŒï¼Œå®žè·µäº†æ‰€å­¦ã€‚è¿™æ˜¯æˆ‘ä¸Šçš„ç¬¬ä¸€ä»¬æœºå™¨å­¦ä¹ è¯¾ç¨‹ï¼Œéžå¸¸å¥½çš„å¼€ç«¯ã€‚,5,2017,"Applied Mathematics, Computer Science Fundamentals and Programming, Data Modeling and Evaluation, Neural Networks, Natural Language Processing, Communication Skills, Data engineering, Exploratory data analysis, Models, Services, Deploying, Security",4,1
,machine_learning,machine learning engineer,The Best course ever,5,2019,"Applied Mathematics, Computer Science Fundamentals and Programming, Data Modeling and Evaluation, Neural Networks, Natural Language Processing, Communication Skills, Data engineering, Exploratory data analysis, Models, Services, Deploying, Security",2,1
,machine_learning,data analysts,Thanks,5,2015,"Applied Mathematics, Computer Science Fundamentals and Programming, Data Modeling and Evaluation, Neural Networks, Natural Language Processing, Communication Skills, Data engineering, Exploratory data analysis, Models, Services, Deploying, Security",6,1
,machine_learning,data analysts,very good open door class,5,2014,"Applied Mathematics, Computer Science Fundamentals and Programming, Data Modeling and Evaluation, Neural Networks, Natural Language Processing, Communication Skills, Data engineering, Exploratory data analysis, Models, Services, Deploying, Security",7,1
,machine_learning,machine learning engineer,Great!,5,2015,"Applied Mathematics, Computer Science Fundamentals and Programming, Data Modeling and Evaluation, Neural Networks, Natural Language Processing, Communication Skills, Data engineering, Exploratory data analysis, Models, Services, Deploying, Security",6,1
